Gmag,G_BPbrmag,G_BPftmag,G_RPmag
14.484,17.313,17.357,13.071
13.705,15.956,16.001,12.377
12.757,14.444,14.491,11.544
12.143,13.578,13.625,11.003
11.696,12.991,13.039,10.602
11.052,12.208,12.256,10.011
10.465,11.531,11.579,9.463
10.013,11.023,11.071,9.038
9.634,10.601,10.648,8.680
9.228,10.144,10.192,8.301
8.879,9.748,9.795,7.978
8.775,9.630,9.677,7.881
8.267,9.046,9.092,7.419
7.693,8.367,8.412,6.911
7.098,7.653,7.694,6.404
6.935,7.461,7.501,6.264
6.548,7.012,7.048,5.929
6.403,6.847,6.881,5.802
6.192,6.607,6.638,5.617
6.039,6.435,6.464,5.483
5.861,6.237,6.264,5.325
5.686,6.043,6.068,5.169
5.553,5.896,5.919,5.050
5.526,5.866,5.889,5.026
5.376,5.701,5.723,4.891
5.242,5.555,5.576,4.770
5.113,5.416,5.435,4.653
5.073,5.372,5.391,4.617
5.039,5.335,5.354,4.585
4.943,5.233,5.251,4.496
4.846,5.130,5.147,4.406
4.708,4.984,5.000,4.277
4.573,4.841,4.858,4.150
4.560,4.828,4.844,4.138
4.517,4.783,4.799,4.098
4.415,4.677,4.693,4.001
4.313,4.571,4.586,3.904
4.175,4.428,4.443,3.771
4.039,4.289,4.303,3.639
3.946,4.194,4.209,3.548
3.894,4.142,4.157,3.497
3.881,4.129,4.144,3.485
3.828,4.075,4.090,3.431
3.719,3.967,3.982,3.321
3.585,3.836,3.851,3.183
3.535,3.789,3.804,3.131
3.445,3.705,3.721,3.033
3.346,3.618,3.635,2.919
3.274,3.564,3.582,2.828
3.243,3.551,3.571,2.776
3.225,3.554,3.576,2.735
3.194,3.542,3.566,2.685
3.131,3.494,3.519,2.606
3.034,3.407,3.433,2.498
3.019,3.394,3.420,2.482
2.951,3.329,3.356,2.410
2.855,3.238,3.265,2.310
2.737,3.124,3.152,2.187
2.616,3.007,3.035,2.063
2.518,2.912,2.940,1.962
2.492,2.886,2.914,1.935
2.417,2.814,2.842,1.859
2.292,2.693,2.721,1.731
2.170,2.573,2.602,1.605
2.041,2.448,2.477,1.472
1.921,2.331,2.361,1.349
1.797,2.211,2.241,1.221
1.680,2.098,2.128,1.100
1.560,1.983,2.013,0.977
1.439,1.867,1.897,0.851
1.326,1.758,1.789,0.734
1.211,1.649,1.680,0.615
1.105,1.547,1.579,0.505
0.994,1.441,1.474,0.389
0.888,1.340,1.373,0.278
0.782,1.239,1.272,0.167
0.681,1.144,1.177,0.061
0.581,1.050,1.084,-0.044
0.480,0.956,0.990,-0.150
0.387,0.868,0.904,-0.248
0.297,0.784,0.820,-0.343
0.262,0.751,0.787,-0.380
0.302,0.787,0.823,-0.337
0.363,0.844,0.879,-0.271
0.370,0.849,0.884,-0.264
0.277,0.763,0.799,-0.362
0.173,0.666,0.702,-0.473
0.075,0.576,0.612,-0.577
-0.025,0.483,0.520,-0.683
-0.122,0.394,0.432,-0.787
-0.221,0.304,0.342,-0.892
-0.316,0.218,0.257,-0.995
-0.414,0.130,0.170,-1.099
-0.506,0.047,0.088,-1.198
-0.598,-0.035,0.006,-1.298
-0.689,-0.116,-0.074,-1.396
-0.779,-0.196,-0.153,-1.493
-0.866,-0.274,-0.230,-1.587
-0.953,-0.350,-0.305,-1.681
-1.042,-0.428,-0.383,-1.777
-1.122,-0.498,-0.452,-1.865
-1.205,-0.570,-0.523,-1.956
-1.285,-0.639,-0.592,-2.045
-1.364,-0.706,-0.659,-2.132
-1.443,-0.773,-0.725,-2.219
-1.537,-0.852,-0.803,-2.322
-1.614,-0.917,-0.868,-2.407
-1.688,-0.979,-0.929,-2.490
-1.778,-1.052,-1.003,-2.590
-1.866,-1.125,-1.075,-2.689
-1.938,-1.181,-1.131,-2.770
-2.021,-1.246,-1.195,-2.864
-2.103,-1.310,-1.259,-2.958
-2.185,-1.372,-1.321,-3.051
-2.265,-1.432,-1.381,-3.143
